Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification,Prediction_Price_USD,Price_USD
5 Series,2014,North America,Silver,Diesel,Manual,3.4,28022,610,Low,75668.59808,67010
X3,2016,Asia,Silver,Diesel,Automatic,3.5,107675,8254,High,75647.60036,110986
X5,2021,Middle East,Red,Diesel,Automatic,3.5,79702,8762,High,74272.3513,66266
X1,2020,North America,Grey,Electric,Automatic,3.2,129688,9657,High,75257.20429,50144
i8,2015,North America,Red,Hybrid,Automatic,2.7,84533,2623,Low,75088.5377,55574
i3,2020,North America,Red,Petrol,Manual,4.4,56422,6177,Low,75009.67057,109632
5 Series,2010,Middle East,Red,Petrol,Automatic,4.5,174939,8280,High,74216.63563,46126
X6,2024,North America,Silver,Petrol,Automatic,1.9,26116,1346,Low,75279.52519,113273
M5,2018,Asia,Silver,Petrol,Manual,3.7,41254,8982,High,74698.52795,108824
i8,2017,Europe,Silver,Hybrid,Manual,3,159325,7563,High,74727.22943,90536
X3,2024,Middle East,Black,Electric,Manual,3.7,199598,5423,Low,74771.12023,74206
X1,2012,Middle East,White,Hybrid,Automatic,3.9,78987,356,Low,74907.46461,119444
3 Series,2013,South America,Blue,Electric,Automatic,4.8,152578,1619,Low,75792.39004,32650
i8,2014,South America,Blue,Electric,Automatic,3,129122,8723,High,75705.52306,93615
X3,2011,Africa,Black,Petrol,Automatic,2.6,31185,8447,High,74600.95187,62214
X1,2022,South America,White,Diesel,Automatic,3.1,116222,3240,Low,76384.65264,64493
7 Series,2013,South America,Blue,Electric,Manual,4.7,164282,2335,Low,75894.9253,44443
7 Series,2019,Asia,Red,Diesel,Manual,4.2,163392,1405,Low,76114.25381,30201
5 Series,2014,South America,White,Petrol,Manual,2.5,199547,9209,High,75240.78789,97826
i3,2021,North America,Black,Petrol,Manual,3,1372,7753,High,75045.11729,74918
M3,2021,Europe,Red,Hybrid,Manual,2,65399,8970,High,74846.85104,102834
7 Series,2021,Europe,Blue,Petrol,Automatic,3.2,165481,6795,Low,76417.09724,38491
X1,2018,Africa,Red,Hybrid,Automatic,4,166602,5133,Low,75067.07965,68532
7 Series,2021,Asia,Grey,Diesel,Automatic,2.2,132738,1029,Low,76075.9092,46426
i3,2014,South America,Red,Diesel,Manual,3.5,76535,7727,High,74555.06042,52753
M3,2011,North America,Blue,Electric,Automatic,2.1,164047,9859,High,75703.89718,113579
i8,2015,Africa,Red,Electric,Automatic,2.2,120873,7617,High,75200.41172,105983
7 Series,2016,Europe,White,Petrol,Manual,4.8,101735,5502,Low,75819.52714,112452
X3,2015,North America,Red,Diesel,Automatic,3.2,41493,8845,High,75093.74041,32809
3 Series,2020,South America,Blue,Electric,Automatic,3.4,176095,1484,Low,76197.00125,64925
i8,2016,Europe,Blue,Electric,Manual,4.9,96944,3523,Low,75728.68897,35967
i3,2015,North America,Red,Diesel,Manual,2.7,73468,9800,High,74811.56126,108861
5 Series,2015,Asia,Blue,Petrol,Manual,3.8,138879,3270,Low,76089.47206,47441
5 Series,2013,Africa,Grey,Diesel,Manual,2.4,115177,2659,Low,74595.01813,93716
i3,2022,Africa,Blue,Hybrid,Automatic,3.5,84030,2540,Low,75443.31339,113412
M3,2024,Middle East,Black,Hybrid,Automatic,4.2,48717,8367,High,74647.18562,113957
5 Series,2011,South America,Blue,Petrol,Manual,2.4,118881,5321,Low,75469.40936,77598
X3,2012,Europe,Silver,Hybrid,Manual,4.6,76594,7140,High,74210.72236,96731
M5,2018,Asia,Silver,Diesel,Automatic,3.4,44307,9752,High,75155.45554,90053
5 Series,2022,Africa,Black,Petrol,Manual,2.6,75921,5186,Low,75498.7344,58290
M3,2013,Asia,Black,Hybrid,Manual,3.7,136978,3561,Low,75021.38146,60982
5 Series,2021,South America,White,Petrol,Automatic,1.7,182725,3711,Low,76127.32491,82673
i8,2010,South America,Black,Electric,Automatic,3.7,6162,977,Low,75321.03255,112689
X1,2014,Middle East,Grey,Electric,Manual,1.7,2224,9815,High,74271.17856,68861
5 Series,2010,Africa,White,Diesel,Manual,4.7,15529,7374,High,75241.4035,87728
X5,2024,North America,Black,Diesel,Automatic,1.5,39302,7895,High,75303.63926,54769
X6,2011,Asia,Black,Petrol,Manual,3.7,72394,7591,High,74209.60396,88448
i8,2021,Europe,Grey,Diesel,Manual,4.2,8237,7304,High,74717.67943,62518
i8,2020,South America,Blue,Electric,Automatic,5,196771,1051,Low,76021.42014,51067
X3,2010,North America,White,Electric,Manual,2.3,179689,5805,Low,75270.45753,103653
3 Series,2021,Asia,Silver,Electric,Manual,3.3,77570,9992,High,76093.16598,75260
X5,2012,South America,Silver,Electric,Automatic,1.6,106995,5977,Low,74938.30691,31507
X1,2024,Middle East,Red,Hybrid,Automatic,2.4,55509,9471,High,74923.24863,79828
7 Series,2024,Africa,Black,Electric,Manual,2.2,92310,5633,Low,76119.22146,32655
5 Series,2024,Africa,Blue,Hybrid,Manual,3.5,72284,9164,High,75547.1533,108611
X1,2019,Middle East,White,Diesel,Automatic,3.9,145915,4263,Low,75648.10767,93982
7 Series,2014,Middle East,Black,Petrol,Manual,3,131953,1207,Low,74810.09718,75082
i3,2022,Middle East,White,Petrol,Automatic,4,32345,3092,Low,75239.67372,91878
5 Series,2019,Europe,Blue,Electric,Manual,3.2,117642,6295,Low,76135.92417,50443
3 Series,2021,North America,White,Diesel,Automatic,3.6,79050,7336,High,76133.00391,117094
5 Series,2017,North America,White,Electric,Manual,3.9,53420,3181,Low,76108.47619,50136
X3,2016,North America,Blue,Petrol,Manual,4.3,192201,6089,Low,75233.41725,105953
7 Series,2023,Europe,Grey,Petrol,Manual,4.1,148257,1021,Low,75119.93219,83672
5 Series,2019,North America,Black,Petrol,Manual,4.6,69060,1634,Low,75450.39553,32200
X5,2017,South America,Blue,Electric,Manual,3,186731,9018,High,74868.71937,73179
i3,2015,Africa,White,Electric,Automatic,3.4,173899,6633,Low,75487.21483,61804
i8,2018,North America,Grey,Diesel,Manual,5,65415,4089,Low,74781.53436,81686
i3,2020,Europe,Black,Petrol,Automatic,3.4,193742,4298,Low,75118.89775,103393
X5,2010,North America,Red,Petrol,Manual,2.3,164545,3651,Low,74134.63668,65625
M3,2011,South America,White,Hybrid,Automatic,3.8,151243,174,Low,75056.36403,70220
3 Series,2016,Middle East,Grey,Petrol,Automatic,4.9,80648,9815,High,73927.55514,103507
X5,2019,Asia,Red,Hybrid,Automatic,4,125807,3024,Low,74874.62513,48220
i8,2010,South America,Grey,Diesel,Automatic,4.5,39920,6670,Low,74547.53562,98516
i3,2021,Middle East,Grey,Diesel,Automatic,3.2,94859,237,Low,74314.89032,63812
3 Series,2015,Asia,Blue,Hybrid,Automatic,3.7,76278,7760,High,75806.62209,94510
i8,2011,Middle East,Black,Petrol,Manual,2.9,16771,9154,High,74159.42785,88389
X5,2022,North America,Grey,Petrol,Manual,3.5,72028,1705,Low,74213.88804,116090
X5,2012,Middle East,Black,Hybrid,Automatic,5,130662,1826,Low,73482.70379,87643
X1,2012,Middle East,White,Petrol,Automatic,3.7,64666,348,Low,75217.1579,77075
7 Series,2016,North America,Black,Electric,Manual,1.8,148570,1760,Low,75893.4383,109666
X1,2010,Europe,Grey,Hybrid,Manual,4.4,192770,7218,High,73697.05264,40255
M5,2020,Europe,White,Electric,Automatic,4.5,16915,8944,High,75084.1032,99106
5 Series,2016,Europe,Black,Hybrid,Manual,5,85775,7089,High,74653.55173,110615
M5,2020,North America,Silver,Diesel,Automatic,3.4,118627,5041,Low,75012.02267,73501
7 Series,2021,Asia,Red,Electric,Manual,2.6,82246,4865,Low,76487.74256,30356
i3,2011,Middle East,Red,Electric,Automatic,4.2,29034,487,Low,74467.27614,59542
i8,2019,Middle East,Red,Petrol,Automatic,1.7,165758,1180,Low,74874.52582,66414
M5,2024,North America,Red,Petrol,Automatic,4.2,194699,4712,Low,74670.72498,87829
X5,2016,Middle East,Red,Diesel,Manual,3.2,10092,7282,High,73860.4652,83113
i3,2014,Asia,Red,Diesel,Manual,3,171540,4607,Low,75220.99643,98862
X1,2017,Africa,Red,Petrol,Manual,2.7,112206,6784,Low,75180.00405,69598
X3,2010,North America,Grey,Petrol,Automatic,4.6,127283,422,Low,74144.58562,64363
i8,2023,South America,Grey,Petrol,Automatic,2,140550,3023,Low,75043.17065,109754
5 Series,2015,Africa,Silver,Electric,Manual,3.3,109350,9571,High,75292.96674,47108
X1,2017,Asia,Silver,Hybrid,Manual,4.3,172034,202,Low,75542.68481,47888
X3,2015,Asia,Black,Diesel,Manual,4.5,169675,3533,Low,75258.05894,43629
7 Series,2015,South America,Black,Diesel,Manual,3.4,136535,9029,High,75309.55531,56042
i3,2020,Middle East,Black,Petrol,Automatic,1.6,199987,1721,Low,74665.07544,99357
5 Series,2014,Africa,Grey,Hybrid,Manual,1.7,151632,3504,Low,74180.41475,93899
X6,2020,North America,Blue,Diesel,Manual,2.5,46419,7184,High,75062.12316,70753
7 Series,2019,South America,Blue,Petrol,Automatic,2.2,51010,5344,Low,76459.98871,36816
X5,2020,North America,Blue,Electric,Manual,3.9,156224,4920,Low,75367.90411,66424
5 Series,2016,South America,White,Hybrid,Automatic,3.6,14222,2784,Low,75673.1905,116227
X5,2016,Africa,Grey,Petrol,Manual,2,52774,5880,Low,73814.78585,53192
X6,2024,Asia,White,Hybrid,Automatic,4.9,70559,4981,Low,75407.18615,96495
X3,2010,Middle East,Red,Hybrid,Automatic,3.9,47293,9787,High,73670.55048,84622
5 Series,2018,Middle East,Grey,Hybrid,Automatic,2.2,110053,9410,High,73993.75424,100411
5 Series,2020,Africa,Red,Diesel,Manual,5,40747,1393,Low,75420.89321,110109
i8,2015,South America,Red,Hybrid,Manual,4.6,41434,9330,High,74398.42084,72819
7 Series,2022,Africa,Red,Diesel,Manual,2,8378,4098,Low,75982.56167,67102
i8,2014,Africa,Grey,Diesel,Automatic,2.3,187219,5168,Low,74650.89853,78920
X1,2023,North America,Silver,Hybrid,Automatic,4.3,148653,1370,Low,75753.06289,34025
X5,2019,South America,Black,Petrol,Manual,2,164322,3798,Low,74502.60315,49542
X6,2010,North America,Silver,Hybrid,Automatic,4,43603,1836,Low,74157.67389,100100
X3,2015,North America,Blue,Diesel,Manual,4,174173,7463,High,75189.19604,119842
5 Series,2011,Africa,Grey,Petrol,Automatic,5,171653,5139,Low,74354.09981,67723
M5,2018,North America,Black,Electric,Manual,4.5,145524,549,Low,74475.02434,58383
X5,2021,Europe,Blue,Diesel,Manual,2,125118,8675,High,75155.20107,32617
i3,2020,South America,Silver,Electric,Manual,2.8,77710,3902,Low,75417.30387,93156
X6,2019,Europe,Silver,Diesel,Automatic,4.7,158670,7164,High,74576.15915,83726
5 Series,2013,North America,Red,Petrol,Manual,3.2,56507,319,Low,75191.54379,55920
i3,2019,North America,Grey,Diesel,Manual,3.1,156844,2256,Low,74556.2035,46395
M5,2019,North America,Silver,Petrol,Manual,2.9,113871,874,Low,74552.61708,119006
M5,2019,North America,Silver,Hybrid,Automatic,2.3,124260,7786,High,74340.46312,109961
X1,2014,Asia,Blue,Diesel,Manual,4.4,196566,5321,Low,76156.70316,81923
M5,2020,North America,Grey,Diesel,Automatic,3.3,30207,8834,High,74130.26577,73083
7 Series,2015,Europe,Black,Electric,Manual,2.4,187373,9555,High,75442.52966,30134
3 Series,2021,Middle East,Silver,Electric,Manual,2.5,86351,3164,Low,75308.42536,47556
M3,2022,Africa,Blue,Diesel,Automatic,4.8,181754,8143,High,75770.0358,52595
M3,2015,Africa,White,Hybrid,Automatic,2.9,180204,4482,Low,75219.34666,74823
X6,2014,Africa,Black,Diesel,Automatic,2.9,61333,9579,High,74274.57445,89975
3 Series,2013,North America,Silver,Hybrid,Automatic,4.5,9063,9364,High,75034.75114,89841
X3,2021,Africa,Silver,Hybrid,Automatic,4.7,106495,6791,Low,74989.71713,74047
X3,2016,Middle East,Blue,Diesel,Automatic,2.6,104113,1227,Low,75210.68097,87127
5 Series,2019,South America,Silver,Hybrid,Manual,1.5,98345,3198,Low,75332.53243,51012
7 Series,2024,South America,Black,Electric,Automatic,2.5,107229,6518,Low,76403.06202,34114
M3,2021,Asia,Grey,Petrol,Manual,2.5,103796,9051,High,74989.82197,88536
M5,2017,Africa,Red,Petrol,Manual,3.7,1204,5619,Low,74098.08315,69363
i8,2017,Africa,Silver,Diesel,Automatic,1.7,51683,5010,Low,75760.45321,33147
M3,2022,Europe,Silver,Diesel,Manual,4.6,185056,1798,Low,75509.02877,44258
M5,2020,Middle East,Grey,Electric,Manual,3.9,174809,1760,Low,73310.22433,101761
7 Series,2020,South America,Blue,Diesel,Automatic,4.2,157153,2545,Low,76453.57734,96293
i3,2024,South America,Blue,Diesel,Automatic,2.4,72826,6535,Low,76147.96641,49892
i3,2020,Africa,Blue,Petrol,Manual,3,141935,7662,High,75117.81675,51041
X1,2015,Europe,Silver,Hybrid,Automatic,2.5,121097,601,Low,75382.81908,62711
X5,2021,North America,White,Electric,Automatic,4.1,114011,8969,High,75430.62844,45348
X6,2022,Africa,Red,Hybrid,Automatic,5,150346,2895,Low,74138.34998,104918
i8,2018,Middle East,White,Hybrid,Manual,3.8,166103,721,Low,74644.34842,39715
X5,2018,South America,Blue,Hybrid,Automatic,1.6,170388,4733,Low,74941.65953,80191
M3,2014,Middle East,Grey,Petrol,Automatic,1.9,143074,9576,High,73856.76103,45970
M3,2016,Middle East,Blue,Electric,Manual,1.6,38412,5058,Low,75417.46485,81786
X5,2015,South America,Blue,Electric,Manual,3.4,107271,9514,High,74835.2206,82644
i3,2015,Africa,Blue,Electric,Automatic,1.5,75322,1751,Low,75774.23766,70484
X3,2017,South America,Red,Hybrid,Manual,2.9,169793,9635,High,74188.81111,42629
X1,2012,Asia,Blue,Petrol,Manual,2.4,26852,6059,Low,76183.59933,65305
X6,2023,Africa,Silver,Diesel,Automatic,4.5,108643,9059,High,74740.11471,103447
3 Series,2019,Middle East,Blue,Petrol,Manual,2.2,55299,2591,Low,75320.13758,39420
X1,2015,North America,Black,Petrol,Manual,3.8,150316,4926,Low,75242.11282,73771
5 Series,2017,Africa,Silver,Hybrid,Automatic,3.3,128273,414,Low,75289.85311,71433
7 Series,2014,South America,Black,Electric,Automatic,1.9,189179,5533,Low,75848.59778,77940
X5,2019,North America,Silver,Hybrid,Manual,2.6,102158,3041,Low,74575.75417,40337
M5,2016,North America,Black,Petrol,Manual,2.5,161697,1230,Low,74207.13323,83165
X1,2011,North America,Blue,Hybrid,Automatic,4.7,33538,1250,Low,75590.14416,47564
M3,2011,North America,Red,Diesel,Manual,3.8,53534,2495,Low,75044.29062,30654
M5,2020,South America,Red,Electric,Automatic,4.1,52922,7459,High,74536.61613,58413
7 Series,2014,Europe,Blue,Hybrid,Automatic,4.2,111482,938,Low,75785.02223,78932
X5,2018,Europe,White,Electric,Automatic,2.4,141162,4132,Low,75456.0952,90511
X6,2016,Asia,Red,Electric,Manual,3.3,61356,8460,High,74707.41369,113700
i3,2019,Asia,White,Electric,Automatic,4.9,36154,6885,Low,76339.66089,93388
X1,2010,Asia,Black,Electric,Automatic,5,183934,822,Low,75783.08088,96940
X1,2013,Middle East,White,Electric,Manual,2.5,75844,7149,High,75123.58744,81784
i8,2017,Asia,Grey,Petrol,Automatic,4.8,89814,1505,Low,75162.80016,79741
M5,2011,Africa,Silver,Hybrid,Automatic,2.9,531,319,Low,74044.62433,48894
X1,2016,North America,Silver,Petrol,Manual,3.9,181876,2233,Low,75415.1846,54874
X6,2016,Middle East,Silver,Electric,Manual,1.7,161888,2796,Low,74090.97566,44507
3 Series,2018,Middle East,Silver,Hybrid,Manual,4.3,29311,4485,Low,74566.38466,88771
X3,2012,North America,White,Hybrid,Automatic,3.5,31928,3715,Low,75170.97009,73232
X5,2018,Middle East,Grey,Petrol,Automatic,4.5,14244,290,Low,73616.47194,91978
M3,2010,Middle East,Red,Petrol,Manual,1.9,33264,8485,High,74071.38089,56853
3 Series,2021,Europe,Black,Diesel,Automatic,3.8,183944,7308,High,75465.29179,87654
M3,2015,South America,White,Electric,Automatic,3.3,196341,8317,High,75573.27631,89991
M5,2011,Africa,Black,Electric,Automatic,2.8,92010,603,Low,74332.43185,35051
i8,2014,Middle East,White,Petrol,Manual,4.3,167675,449,Low,74695.56297,61187
M3,2014,Africa,Grey,Petrol,Automatic,4.8,45943,5988,Low,74456.50275,114201
X6,2019,Middle East,Red,Petrol,Automatic,3.2,88487,5822,Low,74001.39919,55500
M3,2018,Europe,White,Petrol,Automatic,2.1,52001,6175,Low,75947.25097,46716
X3,2015,Africa,Blue,Petrol,Manual,2.6,100995,3430,Low,75171.46102,119134
M3,2016,Middle East,Red,Petrol,Automatic,4.6,33286,5048,Low,74682.88764,49941
X1,2023,South America,Silver,Electric,Manual,3.4,30987,6769,Low,76080.26541,37422
i8,2023,Europe,Red,Hybrid,Manual,3.4,94715,3469,Low,75065.74758,104449
M3,2021,North America,Silver,Petrol,Automatic,2.6,102353,1634,Low,75855.37008,63206
M5,2010,North America,Red,Hybrid,Automatic,4.3,63062,8069,High,73619.96689,79715
5 Series,2023,Asia,Silver,Hybrid,Manual,2.6,92018,2166,Low,76000.64237,77192
7 Series,2012,Asia,Silver,Petrol,Manual,1.8,145349,2468,Low,75969.16431,39884
X1,2021,Africa,Silver,Hybrid,Manual,3,81038,9011,High,75122.05834,36056
i3,2015,Africa,Black,Electric,Automatic,1.8,199760,4457,Low,75123.57558,108643
i8,2020,South America,Red,Diesel,Automatic,4.3,116396,4058,Low,75518.13047,115250
X1,2017,Europe,Silver,Diesel,Manual,4,47238,5674,Low,75686.50219,56567
M3,2013,South America,Grey,Diesel,Automatic,3.8,178571,9635,High,74345.22691,86281
i8,2024,Europe,Red,Electric,Manual,1.8,93165,4223,Low,75763.67083,103870
i3,2022,Middle East,Grey,Petrol,Automatic,3.6,10316,8215,High,74040.22511,87181
M5,2019,Africa,Red,Diesel,Manual,2.7,173881,3560,Low,74245.01153,61542
i8,2013,Europe,Red,Petrol,Automatic,2.9,10391,6933,Low,75235.30532,89831
3 Series,2015,Africa,Silver,Electric,Manual,3.6,82728,7640,High,75182.29028,54376
5 Series,2020,Africa,Blue,Hybrid,Manual,3.4,56856,9876,High,75371.97848,60453
X3,2023,Africa,Silver,Hybrid,Manual,4.6,61592,9287,High,74671.66218,43091
3 Series,2014,Middle East,Red,Petrol,Manual,4.9,170696,1161,Low,74229.18375,38721
M5,2021,North America,Silver,Electric,Manual,3.1,3029,8768,High,74822.06384,112591
M3,2024,Africa,Blue,Electric,Automatic,4.4,16290,5560,Low,76380.47475,60313
X1,2013,Africa,Blue,Petrol,Automatic,3.1,197804,6034,Low,75670.4753,110766
i8,2015,Asia,White,Hybrid,Manual,2.7,133363,7607,High,75419.61779,50761
X3,2011,Middle East,Grey,Hybrid,Automatic,2.7,193253,8072,High,73077.10542,40687
i8,2012,Asia,Silver,Petrol,Manual,1.9,126983,1787,Low,75558.59709,61593
X5,2017,Africa,Grey,Diesel,Automatic,2.8,158044,2702,Low,74138.73207,77450
i8,2016,Africa,White,Electric,Automatic,3.6,121407,7008,High,75651.05488,103480
M3,2019,North America,Blue,Hybrid,Automatic,3.6,97702,586,Low,75747.56778,78966
5 Series,2012,North America,Silver,Electric,Automatic,3.3,104108,488,Low,75833.50872,72418
i8,2014,South America,Silver,Hybrid,Manual,2.1,127034,9103,High,74623.90158,31893
i3,2014,Asia,Black,Petrol,Manual,3.2,126978,9166,High,74918.20283,58439
7 Series,2013,North America,White,Hybrid,Manual,1.7,116958,4333,Low,75664.41822,109495
7 Series,2010,South America,Silver,Petrol,Manual,2.5,29493,9565,High,75217.85496,107630
i8,2016,Europe,Red,Hybrid,Automatic,3.8,58620,2970,Low,74992.63401,69675
M3,2019,Africa,Blue,Petrol,Manual,2.9,118107,9482,High,75363.92765,73886
i8,2013,South America,Red,Diesel,Manual,4.1,61881,4471,Low,74985.06601,72039
X5,2013,Europe,Black,Hybrid,Automatic,3.1,39362,9654,High,74087.63522,99330
i3,2013,Africa,Black,Hybrid,Automatic,2.5,124993,6433,Low,74516.8726,89909
7 Series,2018,Asia,Silver,Petrol,Manual,1.7,16761,7820,High,76204.3534,74361
i8,2016,Europe,Black,Electric,Automatic,4.2,55792,751,Low,75578.59325,97341
i8,2020,North America,White,Electric,Automatic,4.3,188209,4455,Low,76162.79498,36495
i3,2014,North America,Red,Petrol,Manual,4.5,177037,4013,Low,74568.35474,38453
X1,2012,North America,Black,Petrol,Automatic,2,111509,2881,Low,75500.51027,36871
5 Series,2017,North America,Black,Diesel,Manual,1.9,71420,4775,Low,75694.10456,51730
X3,2021,Africa,White,Diesel,Manual,4.8,24032,3346,Low,75542.99296,62943
3 Series,2012,South America,Blue,Petrol,Automatic,2.8,181875,5637,Low,75561.55595,82876
M5,2011,North America,White,Hybrid,Manual,2.3,110139,6875,Low,74178.28334,74903
M5,2011,North America,Grey,Petrol,Automatic,2,180956,1341,Low,73619.02648,34196
X6,2019,North America,Grey,Diesel,Manual,4.6,130719,3618,Low,73907.28745,86203
M3,2016,Europe,Blue,Petrol,Automatic,2.9,56728,6116,Low,75861.46221,30664
7 Series,2024,Asia,Blue,Hybrid,Automatic,4.4,106495,9050,High,76547.19146,86247
X5,2012,Asia,Grey,Hybrid,Manual,3.5,16588,3060,Low,73871.53542,105869
M5,2021,South America,Black,Hybrid,Manual,1.7,14496,3361,Low,74233.84833,52408
7 Series,2016,Africa,Silver,Electric,Manual,4.1,189680,2298,Low,75663.53651,79867
i8,2012,North America,Blue,Hybrid,Automatic,3.5,19590,8051,High,75302.69095,43796
X5,2014,South America,Black,Diesel,Automatic,2.8,50350,9664,High,74563.36467,104615
3 Series,2011,Middle East,Red,Hybrid,Automatic,4,22280,6698,Low,74280.50029,55612
X1,2016,South America,White,Electric,Automatic,3,154190,5490,Low,76136.59847,65943
X5,2018,Asia,Grey,Electric,Manual,3.2,24617,9901,High,74516.91398,56440
X6,2022,Middle East,Blue,Petrol,Automatic,4.6,112073,1185,Low,74589.52379,109423
i3,2017,Europe,Grey,Petrol,Manual,4.5,196819,6630,Low,74038.07438,114927
M5,2015,Europe,Red,Electric,Automatic,3.5,72932,4245,Low,74560.97956,57991
X3,2020,South America,White,Petrol,Automatic,1.9,77104,6264,Low,75741.65717,77167
7 Series,2019,Middle East,Grey,Petrol,Manual,1.7,95159,9722,High,74359.52459,61890
M5,2020,Asia,Grey,Petrol,Manual,2.7,31379,6854,Low,74311.74865,104809
i3,2022,North America,Black,Diesel,Manual,2.6,62952,5437,Low,75448.61382,100429
X6,2017,North America,Grey,Electric,Automatic,2.2,131703,5533,Low,74294.40395,80885
i3,2016,Asia,Grey,Hybrid,Manual,4.3,78024,7443,High,74118.6895,76127
X3,2023,North America,Blue,Hybrid,Manual,3.6,31481,5829,Low,75521.92222,33190
X1,2010,Europe,Red,Petrol,Manual,1.6,173866,8669,High,74716.18701,110174
M5,2020,South America,Silver,Diesel,Automatic,2,134619,9634,High,74708.31905,115310
M5,2021,North America,Grey,Electric,Manual,4.7,130718,6299,Low,74026.63355,59638
i3,2013,Middle East,Grey,Diesel,Automatic,1.7,109320,1558,Low,73990.63132,94083
X1,2012,Africa,Silver,Petrol,Automatic,1.6,27620,4281,Low,75571.93244,104449
3 Series,2021,Africa,White,Hybrid,Manual,2.4,148820,5634,Low,75403.93527,72755
3 Series,2014,Africa,Blue,Petrol,Automatic,3.8,112246,2337,Low,75618.48402,32409
3 Series,2010,Africa,Grey,Electric,Automatic,3.9,150092,687,Low,74538.81377,113138
i8,2023,Asia,Silver,Hybrid,Automatic,3,5045,1248,Low,76153.84083,78911
5 Series,2023,Middle East,Blue,Diesel,Automatic,4.8,149123,319,Low,75821.52655,76900
M5,2024,Asia,Black,Diesel,Manual,4.7,126651,184,Low,75070.28205,59206
X1,2020,South America,Silver,Petrol,Automatic,4.8,168607,7138,High,75465.45961,64501
M3,2022,Europe,Blue,Hybrid,Manual,3.4,78341,8669,High,75350.21239,83076
X1,2011,Africa,White,Petrol,Manual,1.9,181902,8302,High,75119.53033,57804
5 Series,2021,Asia,Grey,Hybrid,Automatic,3.7,143114,9217,High,75051.77395,108049
X1,2018,South America,Black,Electric,Manual,3.7,60877,666,Low,75609.92319,79072
X3,2010,Middle East,Black,Electric,Automatic,4.3,7983,5926,Low,74513.60784,84686
X1,2020,Europe,Red,Hybrid,Automatic,4.7,143639,9558,High,75040.78724,83831
M3,2021,Europe,White,Hybrid,Manual,3.4,15033,1780,Low,75517.98652,105737
X5,2023,Africa,White,Petrol,Manual,4.6,24442,2380,Low,75072.36886,44646
X3,2016,Africa,Blue,Diesel,Manual,4.6,199383,2112,Low,75174.70074,91093
5 Series,2018,South America,Silver,Electric,Automatic,4.2,156209,2131,Low,75866.3394,112419
i8,2019,North America,Black,Hybrid,Automatic,3.5,110645,9028,High,75054.37969,62218
3 Series,2016,Europe,Silver,Petrol,Automatic,2.9,135592,4678,Low,75522.68634,56166
M3,2018,North America,Black,Diesel,Manual,1.9,139191,1854,Low,75465.20078,107240
5 Series,2012,South America,Blue,Diesel,Automatic,3.7,172067,568,Low,75821.28722,61037
X3,2016,North America,Silver,Petrol,Manual,3.3,99989,9079,High,74853.11552,37884
X1,2016,Africa,Blue,Electric,Manual,2.5,119775,3443,Low,75952.30536,106621
X6,2016,Africa,Grey,Electric,Automatic,2.3,13603,786,Low,74154.59749,55073
5 Series,2017,North America,White,Petrol,Manual,2.1,49781,6731,Low,75952.25567,101578
X3,2014,South America,Blue,Hybrid,Automatic,3.3,41189,5643,Low,75185.0007,104661
X5,2010,South America,Silver,Hybrid,Automatic,1.9,60291,2654,Low,74320.44873,105804
3 Series,2023,South America,Grey,Petrol,Manual,1.5,44276,4199,Low,74980.56848,59263
i3,2020,South America,Grey,Petrol,Manual,3.8,120156,5615,Low,74269.54877,34995
i3,2012,North America,Black,Diesel,Manual,4.6,155636,5956,Low,74728.76498,89348
X5,2022,Europe,Silver,Hybrid,Manual,4.9,94487,1769,Low,74486.5767,115218
M5,2010,Asia,Grey,Diesel,Automatic,3.4,179496,7059,High,73831.46709,91789
3 Series,2016,Middle East,Grey,Diesel,Automatic,2.2,147830,4661,Low,74409.70025,107989
M3,2022,South America,White,Diesel,Manual,3.6,30213,6570,Low,75962.33311,67138
i3,2023,North America,Grey,Diesel,Manual,3.1,135494,4277,Low,74780.39167,32996
i8,2019,South America,Blue,Petrol,Manual,2.7,153233,2560,Low,75630.31625,38008
5 Series,2015,North America,Blue,Electric,Manual,3,124486,6884,Low,76051.28712,119077
X1,2014,North America,Red,Diesel,Manual,1.6,81153,7229,High,75311.8679,113636
i8,2022,Europe,Grey,Electric,Manual,2,53183,3067,Low,75147.48038,82670
M5,2017,Middle East,Grey,Diesel,Automatic,2.7,78331,6127,Low,73516.24258,94182
i8,2017,Middle East,Blue,Electric,Manual,2.7,73274,1932,Low,75382.59082,117693
3 Series,2023,Europe,Blue,Electric,Automatic,3.9,195977,7142,High,76125.43705,30841
X6,2011,Europe,White,Electric,Manual,2.4,100317,1314,Low,74682.75912,60634
X6,2022,Africa,Silver,Petrol,Manual,3.4,193633,5876,Low,74433.07137,58909
7 Series,2024,Asia,Black,Petrol,Automatic,3.6,147934,8501,High,76334.83069,99761
5 Series,2011,North America,Silver,Electric,Manual,1.6,85942,7128,High,75433.72338,98400
5 Series,2022,South America,Blue,Electric,Manual,2.2,188279,7030,High,76003.52048,117091
M3,2014,Africa,Blue,Electric,Automatic,2.9,54278,6601,Low,75930.12389,34580
i3,2010,North America,Black,Petrol,Automatic,3.4,73114,9787,High,74653.3912,100316
i3,2010,Europe,Black,Petrol,Manual,4.1,143343,9367,High,74164.45333,34618
