Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification
X5,2022,Europe,Grey,Diesel,Manual,1.8,143633,2360,Low
i3,2020,Asia,Red,Petrol,Manual,4.1,125693,1256,Low
5 Series,2012,Asia,Silver,Electric,Automatic,2.8,25409,8266,High
X6,2017,Middle East,White,Diesel,Manual,3.5,34200,6298,Low
3 Series,2024,Middle East,Black,Diesel,Automatic,3.6,149889,7256,High
i8,2010,Africa,White,Hybrid,Automatic,2.6,105938,8188,High
X5,2013,Europe,Black,Petrol,Manual,2.1,55814,9357,High
i3,2010,Asia,Blue,Petrol,Automatic,3.5,121086,7040,High
i3,2016,Asia,Red,Electric,Manual,2.7,154612,3903,Low
M3,2015,South America,Black,Hybrid,Automatic,3,190546,6251,Low
X5,2019,Middle East,White,Petrol,Manual,4.7,32388,7454,High
5 Series,2013,South America,White,Diesel,Automatic,2.5,68837,9198,High
X1,2011,North America,White,Diesel,Automatic,4.5,174554,6490,Low
3 Series,2017,South America,Blue,Hybrid,Manual,4.5,90319,6485,Low
X3,2016,North America,Red,Petrol,Manual,3.3,19350,6325,Low
i3,2014,Asia,Red,Hybrid,Manual,2.8,127441,6736,Low
M5,2020,Europe,Black,Petrol,Automatic,2.3,80467,4577,Low
X1,2011,Europe,Black,Hybrid,Automatic,3.9,60204,4087,Low
5 Series,2011,Europe,Silver,Electric,Automatic,2.1,198981,845,Low
5 Series,2012,North America,Silver,Electric,Manual,4.5,3209,9984,High
X3,2017,Europe,Silver,Hybrid,Automatic,2.5,149829,7881,High
i3,2010,Middle East,Grey,Petrol,Automatic,2,98826,5769,Low
X1,2017,Asia,Grey,Diesel,Manual,2.7,132642,2907,Low
X6,2010,Middle East,Silver,Electric,Manual,3.1,20179,2564,Low
M3,2018,Middle East,Blue,Diesel,Manual,2.7,126615,4620,Low
i3,2016,Middle East,Black,Diesel,Manual,4.6,36044,4959,Low
i8,2017,Asia,Black,Hybrid,Manual,1.5,73291,7885,High
i8,2015,Africa,Red,Hybrid,Automatic,2.6,146030,251,Low
3 Series,2015,Middle East,Blue,Hybrid,Manual,4.5,168384,3922,Low
M5,2019,Europe,White,Hybrid,Automatic,1.9,73815,6616,Low
M5,2012,Asia,Red,Diesel,Manual,3.1,194098,784,Low
i8,2015,Africa,White,Electric,Manual,4.6,49226,5258,Low
M5,2010,North America,Silver,Diesel,Manual,4.7,199101,149,Low
X3,2019,Middle East,White,Diesel,Automatic,4.9,180650,2223,Low
M5,2020,Africa,Blue,Petrol,Automatic,4.3,37206,286,Low
5 Series,2010,Middle East,Black,Hybrid,Automatic,4.7,173677,2382,Low
M3,2021,South America,Red,Electric,Manual,2.4,178844,9956,High
7 Series,2018,Europe,Black,Hybrid,Manual,4.7,170885,9663,High
7 Series,2014,Africa,Blue,Petrol,Manual,3,183082,5949,Low
5 Series,2017,Asia,White,Electric,Automatic,3.7,112310,5865,Low
7 Series,2019,North America,Black,Electric,Manual,2,150475,8664,High
X1,2018,North America,White,Hybrid,Automatic,3,71975,3886,Low
5 Series,2020,Middle East,Grey,Hybrid,Manual,4.9,52549,2175,Low
M3,2024,Africa,White,Electric,Manual,4.8,31714,1685,Low
M5,2010,Europe,Red,Diesel,Manual,4.9,28560,4427,Low
M3,2020,Middle East,White,Hybrid,Automatic,2.2,17320,3380,Low
X3,2022,Europe,Red,Hybrid,Manual,3,92328,9291,High
i3,2022,Middle East,Black,Electric,Manual,3.2,192439,5696,Low
5 Series,2016,Africa,Blue,Hybrid,Manual,4.4,84018,6894,Low
X3,2010,Europe,White,Electric,Automatic,4.7,169389,2792,Low
i8,2011,Europe,Red,Electric,Automatic,4.2,106291,7233,High
X6,2014,North America,Blue,Hybrid,Manual,1.8,193535,3976,Low
X5,2014,South America,Blue,Hybrid,Manual,2.7,80129,2353,Low
X6,2024,Middle East,Red,Electric,Automatic,4.1,92092,3033,Low
X1,2017,Asia,Red,Electric,Manual,3.2,6777,6003,Low
X6,2011,South America,Blue,Hybrid,Automatic,3.9,29422,4248,Low
i8,2011,South America,White,Electric,Automatic,4.5,155898,9835,High
7 Series,2016,Europe,Silver,Electric,Manual,3.1,46330,7437,High
X5,2019,North America,Black,Petrol,Manual,4,128251,2819,Low
3 Series,2023,Africa,Silver,Diesel,Manual,3.3,85498,3819,Low
i8,2013,Asia,White,Hybrid,Manual,1.8,139226,1411,Low
X1,2013,North America,Red,Petrol,Manual,2.9,73697,5470,Low
X6,2021,North America,Silver,Diesel,Automatic,3.7,116222,230,Low
X5,2022,Asia,White,Diesel,Automatic,3.6,15339,9365,High
5 Series,2010,South America,Grey,Electric,Automatic,4.8,92528,422,Low
M5,2012,Africa,Blue,Petrol,Automatic,2.7,42984,3748,Low
7 Series,2010,Africa,Grey,Diesel,Manual,3.9,171243,4767,Low
M5,2016,Africa,Blue,Hybrid,Automatic,2.4,82073,7297,High
3 Series,2018,Africa,White,Diesel,Manual,1.6,147358,8808,High
7 Series,2012,Asia,Red,Petrol,Manual,3.9,144698,9093,High
i8,2016,Europe,Grey,Hybrid,Manual,2.1,84953,2580,Low
X5,2022,Europe,Red,Hybrid,Manual,2.2,79367,9812,High
i3,2012,Middle East,Silver,Hybrid,Manual,4.6,77101,4681,Low
X3,2015,Asia,Grey,Petrol,Manual,3.6,112400,720,Low
5 Series,2015,Asia,Silver,Electric,Manual,2.7,14515,5440,Low
7 Series,2015,Africa,Blue,Diesel,Manual,4.6,131471,6053,Low
X3,2016,Africa,Silver,Petrol,Manual,4.2,150568,3779,Low
i8,2022,South America,White,Petrol,Automatic,3,139161,802,Low
X1,2012,Middle East,Red,Petrol,Automatic,2.9,176821,405,Low
i3,2012,Middle East,Silver,Hybrid,Manual,3.4,103348,4874,Low
3 Series,2019,Europe,Grey,Hybrid,Automatic,4.5,43769,6880,Low
X6,2011,Europe,White,Petrol,Manual,3.5,105802,9302,High
i3,2013,Asia,Grey,Diesel,Manual,4.1,63354,8819,High
7 Series,2023,North America,Blue,Electric,Manual,2.7,19285,8205,High
M5,2010,Europe,Red,Hybrid,Manual,2.2,53525,9403,High
7 Series,2018,South America,Red,Diesel,Manual,2.3,116362,3721,Low
M3,2019,Africa,Grey,Hybrid,Automatic,2,188254,2563,Low
M3,2011,South America,White,Electric,Manual,4.4,88242,6490,Low
i3,2010,North America,Silver,Hybrid,Manual,4.1,151409,2356,Low
X5,2023,North America,Blue,Hybrid,Manual,4,83959,9612,High
i8,2018,South America,White,Petrol,Automatic,3.3,146740,297,Low
7 Series,2018,Middle East,Black,Hybrid,Manual,3.9,100069,5665,Low
3 Series,2010,North America,Grey,Diesel,Automatic,3.1,197897,2128,Low
X6,2015,Africa,Black,Diesel,Automatic,1.9,166351,4125,Low
X3,2017,Middle East,Black,Diesel,Manual,2.5,128059,564,Low
i8,2018,Asia,Blue,Petrol,Automatic,2.8,193957,1124,Low
M3,2012,Africa,Grey,Electric,Automatic,4.1,130882,2990,Low
X3,2016,North America,Black,Electric,Manual,3.4,176189,8314,High
X6,2019,Africa,White,Petrol,Automatic,2.9,33988,4812,Low
M5,2020,South America,White,Petrol,Automatic,2.8,127756,2096,Low
i8,2012,South America,Grey,Petrol,Manual,2.8,160719,9876,High
X5,2015,Europe,Silver,Hybrid,Automatic,2.2,38146,9780,High
M5,2020,Africa,Black,Electric,Automatic,4.4,35788,2069,Low
X5,2014,Africa,Grey,Electric,Manual,4.5,186667,4366,Low
i8,2024,North America,White,Hybrid,Manual,4.8,10160,5488,Low
i8,2019,South America,Red,Diesel,Manual,3.9,30239,8477,High
X3,2011,Africa,Blue,Hybrid,Manual,3.7,186066,9763,High
X3,2024,Europe,Blue,Petrol,Manual,2.4,46826,9323,High
M5,2022,Asia,White,Hybrid,Manual,1.9,57053,5718,Low
X1,2015,Europe,Black,Petrol,Automatic,5,63707,8584,High
X6,2015,Africa,Blue,Hybrid,Automatic,4.2,158076,9638,High
X1,2016,Africa,Silver,Electric,Manual,2.2,27322,2015,Low
X3,2016,South America,White,Petrol,Manual,4.8,178134,435,Low
i8,2013,Asia,Black,Diesel,Manual,2.7,172965,6281,Low
X5,2019,South America,Black,Petrol,Automatic,2.8,9523,4922,Low
i8,2017,South America,Blue,Petrol,Manual,3.8,2185,4517,Low
X3,2018,North America,White,Diesel,Manual,1.9,22705,5741,Low
7 Series,2012,South America,Blue,Electric,Manual,2.2,78319,4119,Low
X1,2014,North America,White,Petrol,Automatic,2,183819,5891,Low
X5,2020,Europe,Red,Diesel,Manual,2.1,181978,2274,Low
i3,2011,Europe,Blue,Petrol,Manual,1.8,119242,3938,Low
i3,2011,North America,White,Hybrid,Automatic,4.4,25295,9241,High
3 Series,2017,Asia,Black,Hybrid,Manual,3.2,186309,4534,Low
i8,2022,Asia,White,Hybrid,Manual,2.1,179406,9069,High
M3,2015,Africa,Blue,Diesel,Manual,4.4,152887,6588,Low
X1,2018,Africa,Grey,Petrol,Automatic,2.4,163187,7067,High
i3,2019,South America,Blue,Electric,Manual,3.1,83433,6978,Low
5 Series,2019,Middle East,White,Electric,Automatic,2.1,175388,1161,Low
i8,2016,Africa,White,Hybrid,Automatic,2,116828,3218,Low
X3,2012,Middle East,White,Diesel,Automatic,2.9,35115,6713,Low
3 Series,2023,Asia,White,Petrol,Manual,4.8,35496,6245,Low
X1,2020,South America,Blue,Diesel,Manual,1.8,146489,7226,High
X6,2022,Africa,Black,Diesel,Manual,4.2,137369,9509,High
X3,2015,Europe,Red,Hybrid,Automatic,3.2,148122,6347,Low
7 Series,2014,Europe,Blue,Hybrid,Manual,1.7,129677,3426,Low
M3,2011,Europe,Black,Electric,Manual,3.2,53747,8972,High
7 Series,2018,Europe,Blue,Petrol,Automatic,3.2,165516,5560,Low
X3,2012,South America,Blue,Petrol,Manual,3.4,57423,4650,Low
7 Series,2019,South America,Blue,Petrol,Manual,2.6,28717,5098,Low
i3,2015,North America,Grey,Petrol,Manual,1.9,106290,3695,Low
M3,2018,Africa,White,Electric,Automatic,4.4,199361,8960,High
3 Series,2010,Middle East,Blue,Petrol,Manual,3,112138,1018,Low
i8,2020,South America,Blue,Petrol,Automatic,4.3,8283,4617,Low
i8,2017,Middle East,Grey,Petrol,Manual,4,24496,5387,Low
i3,2023,Middle East,Red,Electric,Automatic,1.9,163964,1817,Low
i8,2014,North America,Black,Electric,Manual,2.5,43185,5214,Low
3 Series,2024,North America,Silver,Electric,Automatic,5,67906,6077,Low
i8,2020,Europe,Silver,Electric,Manual,3.3,144634,1974,Low
3 Series,2014,Europe,White,Electric,Automatic,4.1,31843,9588,High
M5,2019,Europe,Red,Hybrid,Automatic,4.5,145930,9562,High
X3,2019,North America,Silver,Hybrid,Manual,3.1,72588,6269,Low
X3,2023,Africa,Blue,Petrol,Manual,2.6,62475,9551,High
7 Series,2010,Middle East,Grey,Electric,Manual,2.8,77474,9305,High
i8,2022,Asia,Red,Petrol,Automatic,3.4,75354,6345,Low
X1,2017,North America,Red,Electric,Manual,4.5,141404,3189,Low
M5,2019,Africa,Black,Petrol,Automatic,4.5,171067,8888,High
3 Series,2016,North America,Black,Electric,Manual,3.3,160198,870,Low
M5,2013,Africa,Red,Diesel,Automatic,4.7,194695,2139,Low
X1,2019,Europe,White,Petrol,Manual,4,113156,2091,Low
X1,2013,North America,Blue,Electric,Manual,4.7,70106,559,Low
M3,2016,Middle East,Silver,Hybrid,Manual,4.1,28558,4126,Low
X5,2015,North America,Red,Electric,Manual,2.6,87378,418,Low
i8,2014,North America,Grey,Hybrid,Manual,4.7,111501,3858,Low
M5,2012,South America,Black,Petrol,Manual,3.5,163138,2255,Low
M3,2014,South America,White,Petrol,Automatic,3.4,158228,6584,Low
i3,2019,Middle East,Red,Electric,Automatic,3.4,62771,239,Low
5 Series,2013,Africa,White,Diesel,Automatic,2.6,60128,544,Low
M5,2017,South America,Grey,Electric,Automatic,3.6,171742,5625,Low
3 Series,2012,Asia,Blue,Hybrid,Manual,3.9,173744,1687,Low
5 Series,2021,Africa,White,Electric,Automatic,2.5,61724,7367,High
X6,2019,Europe,Black,Hybrid,Manual,2.9,33891,386,Low
7 Series,2014,Africa,Red,Diesel,Manual,4,67757,3327,Low
7 Series,2015,North America,Red,Diesel,Manual,3,166659,3640,Low
X5,2011,Africa,Red,Hybrid,Automatic,1.9,17101,721,Low
X6,2018,Middle East,Black,Petrol,Manual,3.9,82265,6004,Low
7 Series,2013,Asia,Black,Petrol,Automatic,4.4,109114,8486,High
7 Series,2011,Africa,Grey,Petrol,Automatic,2.5,129537,8309,High
7 Series,2016,Europe,Grey,Petrol,Automatic,3.1,114261,6042,Low
X6,2017,South America,White,Hybrid,Automatic,1.8,135798,4614,Low
M3,2023,Middle East,Red,Electric,Automatic,3.4,199586,4997,Low
i3,2023,Asia,Silver,Electric,Automatic,4.4,197104,7308,High
X3,2023,North America,White,Electric,Manual,4.2,35483,7920,High
X6,2021,Asia,Red,Petrol,Automatic,3,71650,6146,Low
5 Series,2022,Europe,Red,Petrol,Manual,4.5,187824,3029,Low
i3,2019,Africa,Black,Electric,Automatic,3.1,78119,8859,High
X3,2024,Africa,Red,Diesel,Manual,4.1,15702,5799,Low
i3,2018,North America,Silver,Diesel,Automatic,2.8,8009,5080,Low
i3,2016,North America,Black,Hybrid,Automatic,4.4,36790,5639,Low
M3,2015,Middle East,Blue,Hybrid,Manual,1.9,12101,1423,Low
i3,2018,North America,Black,Hybrid,Manual,4.1,110454,1260,Low
3 Series,2023,North America,Grey,Hybrid,Automatic,3.9,142567,8648,High
X6,2015,North America,White,Diesel,Automatic,3,34382,298,Low
X1,2013,Middle East,Black,Petrol,Manual,4.4,154127,2342,Low
7 Series,2012,Asia,White,Hybrid,Automatic,4.1,127851,5283,Low
3 Series,2013,Asia,Blue,Hybrid,Automatic,1.8,129991,2944,Low
i8,2011,North America,Silver,Diesel,Automatic,1.9,38191,1195,Low
X3,2024,Asia,White,Electric,Manual,3.1,132017,4647,Low
3 Series,2021,Asia,Blue,Electric,Automatic,4.9,79226,7860,High
i8,2014,Europe,Blue,Petrol,Automatic,4.6,126985,4409,Low
M5,2011,South America,Blue,Petrol,Manual,2.7,141088,9455,High
M3,2017,South America,Silver,Hybrid,Automatic,2,195213,3043,Low
X5,2016,Asia,Grey,Diesel,Automatic,2,75303,2718,Low
5 Series,2023,South America,White,Petrol,Manual,4.4,76638,9329,High
i3,2015,South America,Blue,Diesel,Manual,3.6,136217,2323,Low
i8,2018,Asia,Grey,Petrol,Manual,2.2,126505,9586,High
M3,2017,North America,Grey,Petrol,Manual,4.9,155605,7127,High
i3,2021,Africa,Blue,Petrol,Manual,4.2,197085,3709,Low
M3,2010,South America,Black,Diesel,Manual,1.9,114605,7589,High
3 Series,2017,Europe,Black,Diesel,Automatic,1.6,153861,9762,High
i8,2024,Asia,Black,Electric,Automatic,3.3,129253,4733,Low
X6,2020,Europe,Grey,Petrol,Automatic,3.4,77040,1687,Low
5 Series,2018,Africa,White,Diesel,Manual,4.3,120725,8010,High
X1,2021,North America,White,Petrol,Automatic,4.2,74447,7368,High
7 Series,2013,South America,Grey,Hybrid,Manual,2.6,10028,1330,Low
X6,2019,South America,Red,Petrol,Automatic,5,49748,7052,High
5 Series,2011,Middle East,Black,Diesel,Manual,4.7,177310,2981,Low
7 Series,2020,Europe,White,Petrol,Automatic,4.2,59163,7409,High
5 Series,2010,North America,Red,Petrol,Manual,3.3,190861,639,Low
5 Series,2024,Africa,Grey,Diesel,Automatic,1.8,125124,3335,Low
X1,2014,North America,White,Electric,Automatic,2,122554,8421,High
X3,2012,North America,Blue,Hybrid,Manual,4.2,99911,877,Low
3 Series,2014,South America,White,Hybrid,Automatic,4.9,147784,2733,Low
X6,2017,Asia,Silver,Petrol,Automatic,3,111783,1416,Low
X1,2011,Africa,Grey,Electric,Manual,1.8,190433,9978,High
X1,2010,North America,Red,Diesel,Automatic,2.4,97140,8854,High
M5,2012,Africa,Red,Electric,Automatic,2.5,76678,5149,Low
X1,2016,Middle East,Red,Petrol,Automatic,4.7,192231,8943,High
M3,2013,Asia,Silver,Hybrid,Automatic,3.5,26389,1771,Low
5 Series,2017,North America,White,Electric,Automatic,4,95507,8883,High
M5,2015,Middle East,Grey,Hybrid,Automatic,2.9,103351,3878,Low
X6,2022,North America,Blue,Hybrid,Manual,3.6,126696,1329,Low
i8,2018,Asia,Blue,Petrol,Automatic,4.1,146163,6908,Low
X5,2022,Africa,Red,Diesel,Manual,2.2,40922,6528,Low
X1,2014,Middle East,Black,Hybrid,Manual,4.2,82157,494,Low
5 Series,2024,Middle East,Grey,Diesel,Manual,4.1,119506,4092,Low
5 Series,2018,South America,White,Diesel,Manual,3.8,115086,4623,Low
i8,2011,South America,Black,Electric,Automatic,4.5,176116,5736,Low
X5,2016,Europe,Blue,Diesel,Manual,3.1,98081,932,Low
i8,2012,Europe,Silver,Petrol,Manual,2.1,152940,3284,Low
X1,2016,Middle East,Blue,Diesel,Manual,3.4,194183,7671,High
X6,2024,South America,Blue,Diesel,Automatic,1.9,90758,4132,Low
M5,2013,Middle East,White,Diesel,Automatic,4.2,196184,2483,Low
X1,2014,North America,Silver,Electric,Automatic,2.3,85273,7588,High
X1,2014,North America,Grey,Diesel,Automatic,3.9,126827,2933,Low
i8,2010,Europe,Black,Diesel,Automatic,2.7,61202,4163,Low
X3,2014,South America,Blue,Diesel,Automatic,3.2,179185,902,Low
X5,2019,Africa,Grey,Electric,Manual,1.6,62380,8618,High
3 Series,2023,Middle East,Black,Hybrid,Automatic,2.4,107911,3178,Low
X6,2019,Africa,Black,Hybrid,Manual,4.5,137803,4506,Low
M5,2014,Africa,Silver,Diesel,Manual,4.7,85689,2154,Low
X3,2023,South America,Silver,Petrol,Automatic,2.2,101218,6478,Low
M5,2017,North America,Silver,Electric,Manual,3.9,146689,5776,Low
X3,2020,Africa,Black,Diesel,Automatic,1.7,187939,9131,High
7 Series,2016,Middle East,Grey,Electric,Manual,2.3,160561,4270,Low
i3,2014,South America,Blue,Petrol,Manual,2.2,173605,8431,High
i8,2017,Middle East,Black,Diesel,Automatic,2.8,50967,4857,Low
X3,2016,Asia,Red,Petrol,Automatic,2.3,114864,4682,Low
7 Series,2013,Africa,Grey,Petrol,Automatic,2.5,124131,2841,Low
X5,2011,Europe,Red,Petrol,Manual,2,86671,4998,Low
X6,2023,Middle East,Silver,Diesel,Manual,4.6,101136,4781,Low
5 Series,2019,Asia,Silver,Petrol,Manual,5,185684,4159,Low
X1,2022,Europe,White,Hybrid,Manual,4.8,169804,5135,Low
X1,2010,Asia,Black,Electric,Manual,1.6,76968,5868,Low
i3,2022,Europe,Red,Petrol,Manual,3.3,28831,4951,Low
X5,2015,North America,Blue,Electric,Manual,4,10758,8897,High
X1,2015,North America,Silver,Electric,Manual,1.5,30896,2238,Low
M3,2023,North America,Silver,Diesel,Manual,4.6,170897,8452,High
3 Series,2020,Africa,Silver,Petrol,Manual,2.6,137870,4236,Low
3 Series,2022,Europe,Grey,Diesel,Automatic,2.2,27834,827,Low
X1,2015,Middle East,Red,Hybrid,Automatic,3.9,124635,1791,Low
M5,2015,Asia,Black,Diesel,Automatic,1.5,49710,8922,High
i8,2015,Asia,Red,Hybrid,Automatic,2.5,86613,6068,Low
M3,2012,Europe,Silver,Diesel,Automatic,4.3,15762,6361,Low
X5,2013,North America,Black,Petrol,Automatic,4.8,65804,747,Low
i8,2012,Middle East,Grey,Petrol,Automatic,3.4,31266,7932,High
i8,2012,Middle East,Red,Petrol,Automatic,2.3,135732,3447,Low
5 Series,2020,Middle East,Black,Electric,Manual,3.7,53205,3918,Low
X3,2015,South America,Silver,Hybrid,Manual,3.8,149554,830,Low
X5,2015,North America,Silver,Petrol,Automatic,4.1,38641,8037,High
X5,2014,Asia,Silver,Petrol,Automatic,2.6,59519,1301,Low
5 Series,2015,South America,Red,Hybrid,Manual,4.2,148613,1757,Low
i8,2019,South America,Red,Petrol,Automatic,3.3,164623,6008,Low
3 Series,2020,Asia,Grey,Electric,Automatic,3.1,86448,3627,Low
X6,2010,North America,Silver,Petrol,Manual,3.6,15775,5388,Low
i8,2010,Europe,Silver,Hybrid,Manual,3.7,45059,7445,High
X5,2012,Asia,Red,Petrol,Automatic,3.6,84786,3615,Low
X5,2019,Asia,Grey,Petrol,Manual,2.3,131677,6005,Low
X6,2019,Middle East,Blue,Hybrid,Manual,4.9,193050,870,Low
3 Series,2024,Africa,Black,Hybrid,Automatic,5,49783,7198,High
7 Series,2018,Asia,Silver,Hybrid,Manual,2,12532,6231,Low
5 Series,2014,Europe,Red,Diesel,Automatic,4.9,149395,5605,Low
X6,2011,Middle East,Red,Electric,Manual,4.2,117605,6129,Low
X6,2012,Middle East,Grey,Electric,Automatic,4.2,136185,5859,Low
i3,2011,Africa,Red,Diesel,Manual,3.6,38618,2764,Low
X1,2019,Africa,Silver,Diesel,Automatic,3.2,157652,9371,High
X3,2015,South America,Red,Petrol,Automatic,4.1,8716,4561,Low
X3,2018,Africa,Black,Petrol,Manual,4.8,129418,2511,Low
i8,2011,South America,Grey,Hybrid,Automatic,3.4,18398,9953,High
X1,2017,South America,Silver,Diesel,Automatic,4.1,47315,5858,Low
i3,2017,South America,Blue,Hybrid,Manual,4.6,4276,3738,Low
i8,2017,North America,White,Electric,Manual,5,62297,3127,Low
3 Series,2019,Europe,Silver,Electric,Manual,1.8,169010,9617,High
7 Series,2020,Africa,Grey,Diesel,Manual,2.8,183167,6482,Low
X6,2021,South America,Grey,Hybrid,Automatic,1.8,90793,5345,Low
5 Series,2016,Africa,Red,Diesel,Automatic,4.9,53139,643,Low
X1,2012,Africa,Grey,Electric,Manual,4.9,143257,9695,High
M3,2019,North America,Blue,Diesel,Manual,2.1,172199,995,Low
X1,2011,Africa,Grey,Petrol,Manual,4.4,105154,6672,Low
X1,2023,Europe,White,Hybrid,Manual,3.1,25144,5045,Low
X1,2018,Middle East,White,Hybrid,Manual,1.9,93271,454,Low
X3,2011,North America,Silver,Hybrid,Manual,4.9,91321,1757,Low
3 Series,2020,Europe,Silver,Diesel,Automatic,4.9,132963,5566,Low
X6,2022,South America,Red,Hybrid,Manual,4.6,181482,2174,Low
M5,2017,Europe,Red,Diesel,Manual,3,164521,855,Low
X5,2016,Middle East,Black,Petrol,Automatic,4.2,103420,5900,Low
i8,2018,Africa,White,Diesel,Automatic,2.1,13894,295,Low
7 Series,2021,North America,Silver,Electric,Automatic,2.6,54991,9018,High
i8,2010,North America,Black,Petrol,Manual,3.5,134274,9087,High
M5,2013,South America,White,Diesel,Manual,4.5,3232,4767,Low
X1,2013,South America,Blue,Hybrid,Manual,3.5,128136,125,Low
X3,2013,Africa,Black,Diesel,Manual,4.8,172810,6558,Low
3 Series,2021,South America,Black,Electric,Automatic,2,162323,4298,Low
X3,2015,Asia,White,Electric,Manual,4.3,124024,3037,Low
X6,2015,Europe,Grey,Petrol,Manual,4.8,78625,445,Low
X3,2023,South America,Black,Diesel,Automatic,3,56876,3519,Low
i8,2020,Africa,Black,Electric,Manual,4.6,161325,4720,Low
i8,2010,South America,Grey,Electric,Manual,2.7,95162,1962,Low
7 Series,2016,North America,Grey,Hybrid,Manual,4.4,108730,4686,Low
X5,2010,Africa,Black,Electric,Manual,2.5,144932,5186,Low
X1,2019,North America,Grey,Hybrid,Automatic,4.1,175107,2475,Low
7 Series,2017,South America,Black,Electric,Manual,3.2,184380,7464,High
X3,2016,North America,White,Petrol,Manual,1.5,145165,4008,Low
M3,2019,Africa,Black,Hybrid,Automatic,2.2,37645,1961,Low
7 Series,2014,South America,Grey,Diesel,Manual,2.6,8188,8839,High
M5,2021,South America,Red,Petrol,Automatic,3.5,143104,8021,High
X3,2021,Asia,Red,Electric,Automatic,4.7,135918,2256,Low
7 Series,2013,Asia,Black,Petrol,Manual,3.9,137259,3541,Low
M5,2022,Middle East,Grey,Diesel,Automatic,4.1,96588,5697,Low
7 Series,2023,Asia,White,Petrol,Manual,2,98650,916,Low
i3,2021,Africa,Silver,Hybrid,Automatic,2.1,28570,1870,Low
M3,2012,North America,Red,Hybrid,Automatic,2.6,28776,290,Low
X6,2010,South America,Grey,Petrol,Automatic,4.2,64567,1448,Low
i3,2021,Europe,Silver,Hybrid,Automatic,3.3,24238,1482,Low
i3,2020,Europe,Black,Electric,Automatic,2.7,21256,6794,Low
M3,2021,South America,Grey,Electric,Automatic,4,8517,1768,Low
X5,2017,North America,White,Electric,Manual,3.5,85031,8085,High
5 Series,2017,North America,Grey,Petrol,Manual,4.9,2770,783,Low
i3,2017,Asia,Silver,Hybrid,Manual,2.5,172381,7941,High
M5,2018,North America,Red,Petrol,Automatic,2.5,77735,8992,High
i3,2022,Europe,Grey,Electric,Manual,3.8,108816,5261,Low
X6,2012,Middle East,White,Petrol,Automatic,1.6,119363,8260,High
X5,2011,Africa,Blue,Hybrid,Automatic,3.3,47952,1387,Low
X1,2018,South America,Grey,Petrol,Automatic,3,21165,5085,Low
M3,2020,Asia,Blue,Electric,Automatic,2.6,193537,1977,Low
i8,2018,Europe,Silver,Electric,Automatic,2.1,102620,1335,Low
5 Series,2017,Europe,Silver,Petrol,Manual,4,118342,9044,High
X6,2020,Asia,Red,Diesel,Manual,2,136259,9656,High
3 Series,2024,Asia,Black,Hybrid,Manual,3.2,57170,4992,Low
3 Series,2021,Asia,Grey,Electric,Manual,1.6,160368,3887,Low
i8,2024,South America,Grey,Petrol,Automatic,2.2,26952,7099,High
5 Series,2021,Asia,Grey,Hybrid,Automatic,4.7,100891,8483,High
i3,2017,North America,Grey,Petrol,Automatic,2.1,53789,6469,Low
X1,2019,North America,White,Electric,Manual,3.5,77051,866,Low
X1,2011,South America,Blue,Hybrid,Manual,3.7,107720,462,Low
7 Series,2017,North America,Silver,Petrol,Manual,3.3,74472,9791,High
5 Series,2018,Africa,Grey,Electric,Automatic,3.7,30419,7677,High
i3,2023,North America,Silver,Petrol,Manual,4.6,174334,1192,Low
7 Series,2010,North America,Silver,Diesel,Automatic,3.6,79556,3000,Low
5 Series,2012,Europe,Red,Hybrid,Automatic,4.1,13176,5495,Low
X5,2017,Asia,Blue,Petrol,Automatic,4.5,49609,8777,High
X5,2022,South America,Red,Electric,Automatic,1.9,119554,7323,High
i3,2014,North America,Silver,Petrol,Automatic,2.1,191679,2698,Low
X3,2023,Africa,Blue,Electric,Automatic,3.6,82587,968,Low
X1,2020,Africa,Red,Petrol,Manual,2.8,89267,5196,Low
7 Series,2019,Asia,Blue,Diesel,Manual,4.6,50540,2680,Low
i3,2023,North America,Silver,Hybrid,Automatic,4.1,154338,4673,Low
X1,2022,Asia,White,Electric,Manual,3.6,1083,8264,High
X3,2011,Europe,Black,Hybrid,Manual,4.7,107438,1969,Low
7 Series,2014,Africa,White,Electric,Manual,2.3,64097,4778,Low
3 Series,2017,North America,Red,Electric,Automatic,4.4,3879,9025,High
M5,2022,Middle East,Red,Electric,Manual,4.8,165570,175,Low
7 Series,2020,North America,Grey,Hybrid,Automatic,4.9,176232,7857,High
M5,2013,Europe,Blue,Petrol,Automatic,4,134346,5161,Low
X5,2015,North America,Grey,Electric,Automatic,2.6,125452,6490,Low
i8,2010,Middle East,Grey,Electric,Manual,3.8,109509,2137,Low
M3,2015,South America,Grey,Petrol,Automatic,2.4,4440,4729,Low
X5,2012,North America,Black,Hybrid,Manual,3.3,16485,6904,Low
X3,2013,North America,Silver,Petrol,Manual,3.1,117101,1317,Low
X3,2021,North America,Black,Petrol,Automatic,5,66741,4515,Low
X3,2019,Europe,White,Petrol,Automatic,2.8,110509,5813,Low
X6,2023,North America,Red,Petrol,Automatic,3.9,2886,7607,High
5 Series,2024,North America,Blue,Hybrid,Automatic,2.1,109323,4491,Low
X6,2013,Middle East,White,Diesel,Automatic,3.8,23083,938,Low
